datetime_gmt8,league,home_name,away_name,Recommendation,confidence_level,line_betted_on_refined,odds_betted_on_refined,ev_for_bet_refined,pred_home_goals,pred_away_goals,synth_ah_line_home_market_based,competition_type,league_tier,shap_home_explanation,shap_away_explanation,kings_call
2025-09-13 21:30:00,Germany Bundesliga,Mainz 05,RB Leipzig,Mainz 05 -0.25,High,-0.25,1.925,0.1302735262702848,1.336842105263158,0.7547169811320755,-0.25,league,1,team_a_xg: -0.608; team_b_xg: 0.109; odds_ft_1: 0.072,team_b_xg: -0.678; market_prob_btts_yes: 0.066; rolling_xg_for_form_home: -0.031,"Disagree: Betting on Mainz -0.25 is like expecting a winless wonder to suddenly sprout wings against Leipzig's red bulls, who might be nicked but still pack a punchy charge."
2025-09-13 21:30:00,Germany Bundesliga,Heidenheim,Borussia Dortmund,Heidenheim +0.75,High,0.75,1.925,0.05836381531154944,0.7956989247311828,1.4803921568627452,0.75,league,1,team_a_xg: -0.661; odds_ft_1: -0.244; odds_ft_2: -0.061,team_b_xg: -0.771; odds_ft_2: 0.186; rolling_synth_goals_minus_xg_form_away: 0.092,"Agree: Dortmund's defense is more patched up than a leaky boat in a storm, so Heidenheim's got a real shot at not sinking under that +0.75 handicap with their home grit."
2025-09-13 22:00:00,England Premier League,Crystal Palace,Sunderland,Sunderland +0.75,High,0.75,1.925,0.05554383136047375,1.336842105263158,0.6296296296296297,-0.75,league,1,team_a_xg: -0.634; odds_ft_1: 0.183; team_b_xg: 0.117,team_b_xg: -0.646; odds_ft_2: -0.100; rolling_xg_for_form_home: 0.051,"Agree: With Palace's squad looking like a walking wounded circus, Sunderland's feisty form could turn this into a Black Cat-astrophe for the Eagles, making that +0.75 a purr-fec..."
2025-09-13 22:15:00,Spain La Liga,Real Sociedad,Real Madrid,Real Sociedad +1.0,High,1.0,1.925,0.20687954815140272,0.375,1.15,1.0,league,1,team_a_xg: -0.650; odds_ft_1: -0.247; team_b_xg: 0.089,team_b_xg: -0.765; odds_ft_2: 0.172; odds_ft_1: 0.060,"Agree: Backing Sociedad +1.0 feels like a smart hedge against Madrid's injury-riddled squad crashing the party – they might scrape a win, but blowing out a feisty home side? Fat..."
2025-09-14 00:30:00,Germany Bundesliga,Bayern München,Hamburger SV,Hamburger SV +2.0,High,2.0,1.925,0.16947226398082144,2.183673469387755,0.4583333333333333,-2.0,league,1,team_a_xg: -0.705; odds_ft_1: 0.363; odds_ft_2: 0.234,team_b_xg: -0.634; odds_ft_2: -0.161; odds_ft_1: -0.052,"Disagree: Betting on Hamburger +2.0 is like expecting a cat to guard the cream – Bayern's poised to feast big-time on this promoted prey, turning the spread into shredded dreams."
2025-09-14 03:00:00,England Premier League,Brentford,Chelsea,Brentford +0.75,High,0.75,1.925,0.06478661685094447,0.43103448275862066,1.15,0.75,league,1,team_a_xg: -0.614; odds_ft_1: -0.207; team_b_xg: 0.058,team_b_xg: -0.761; odds_ft_2: 0.170; odds_ft_1: 0.058,"Agree: With Chelsea's squad looking more like a hospital ward than a football team, Brentford's home hive could buzz right through that flimsy defense for a sweet handicap win."
2025-09-14 03:05:00,France Ligue 1,Auxerre,Monaco,Auxerre +0.75,High,0.75,1.925,0.057656983985103605,0.43103448275862066,1.16,0.75,league,1,team_a_xg: -0.641; odds_ft_1: -0.237; odds_ft_2: -0.052,team_b_xg: -0.758; odds_ft_2: 0.161; odds_ft_1: 0.061,Disagree: Backing Auxerre +0.75 is like betting on a leaky boat in a storm – Monaco's track record of dismantling them screams this handicap
2025-09-14 20:00:00,Spain La Liga,Celta de Vigo,Girona FC,Celta de Vigo -0.75,High,-0.75,1.925,0.11948858094874332,1.6925795053003534,0.5849056603773585,-0.75,league,1,team_a_xg: -0.639; odds_ft_1: 0.226; odds_ft_2: 0.069,team_b_xg: -0.654; odds_ft_2: -0.085; odds_ft_1: -0.039,Disagree: Betting on Celta to handicap Girona is like expecting a leaky boat to win the regatta— their shaky form and injury woes make this pick sink faster than a bad pun.
2025-09-14 21:00:00,England Premier League,Burnley,Liverpool,Burnley +1.5,High,1.5,1.925,0.3600370239594774,0.43103448275862066,1.4242424242424243,1.5,league,1,team_a_xg: -0.643; odds_ft_1: -0.254; odds_ft_2: -0.063,team_b_xg: -0.757; odds_ft_2: 0.224; odds_ft_1: 0.138,"Disagree: Backing Burnley +1.5 is like betting on a leaky boat in a storm – Liverpool's red-hot form will sink them by two or more, turning this 'value' into vapor."
2025-09-14 21:00:00,France Ligue 1,Lille,Toulouse,Toulouse +0.75,High,0.75,1.925,0.13956946282294597,1.336842105263158,0.7547169811320755,-0.75,league,1,team_a_xg: -0.590; odds_ft_1: 0.114; team_b_xg: 0.094,team_b_xg: -0.653; odds_ft_2: -0.080; odds_ft_1: -0.033,Disagree: Betting on Toulouse +0.75 is like expecting a snail to win a sprint; Lille's home bite will chew through that handicap despite their injury woes.
2025-09-14 21:30:00,Germany Bundesliga,St. Pauli,Augsburg,St. Pauli -0.25,High,-0.25,1.925,0.14522606640013644,1.0610687022900764,0.4583333333333333,-0.25,league,1,team_a_xg: -0.554; team_b_xg: 0.080; market_prob_u25: -0.072,team_b_xg: -0.668; odds_ft_2: -0.040; team_a_xg: -0.030,"Disagree: Backing St. Pauli here is like betting on a leaky boat in a storm – their home grit's admirable, but Augsburg's sneaky away form could sink this handicap faster than y..."
2025-09-14 23:15:00,France Ligue 1,PSG,Lens,Lens +1.5,High,1.5,1.925,0.3564747568105532,1.6925795053003534,0.7547169811320755,-1.5,league,1,team_a_xg: -0.701; odds_ft_1: 0.275; odds_ft_2: 0.133,team_b_xg: -0.687; odds_ft_2: -0.147; market_prob_btts_yes: 0.077,"Agree: PSG's injury parade, starring a sidelined coach and absent wing wizards, could turn this into a Lens-friendly snoozefest where the underdogs dodge a double-goal drubbing ..."
2025-09-14 23:30:00,England Premier League,Manchester City,Manchester United,Manchester City -0.75,High,-0.75,1.925,0.0948691274394407,1.6925795053003534,0.6296296296296297,-0.75,league,1,team_a_xg: -0.680; odds_ft_1: 0.217; market_prob_u25: 0.085,team_b_xg: -0.673; odds_ft_2: -0.090; market_prob_btts_yes: 0.076,"Disagree: With City's injury parade longer than a soap opera plot twist, betting on them at -0.75 is like wagering on a leaky boat in a storm—expect to sink fast."
2025-09-15 00:30:00,Spain La Liga,CA Osasuna,Rayo Vallecano,CA Osasuna 0.0,High,0.0,1.925,0.13376486955960037,0.7956989247311828,0.5849056603773585,0.0,league,1,team_a_xg: -0.619; odds_ft_1: -0.091; team_b_xg: 0.062,team_b_xg: -0.674; market_prob_btts_yes: -0.043; team_a_xg: -0.040,"Disagree: Osasuna's midfield mojo fizzles without Gomez's hamstring holding up, making this handicap bet more of a handicap for your wallet than a smart punt."
2025-09-15 02:45:00,France Ligue 1,Rennes,Olympique Lyonnais,Rennes +0.25,High,0.25,1.925,0.10304093675132275,0.7956989247311828,0.9,0.25,league,1,team_a_xg: -0.609; odds_ft_1: -0.128; team_b_xg: 0.044,team_b_xg: -0.701; odds_ft_2: 0.074; market_prob_btts_yes: 0.057,"Agree: With Lyon limping in like a wounded beast full of long-term casualties, Rennes could claw out a handicap edge at home, turning this into a purr-fect upset opportunity."
2025-09-15 03:00:00,Spain La Liga,FC Barcelona,Valencia CF,Valencia CF +2.0,High,2.0,1.925,0.501782969989359,1.6925795053003534,0.6363636363636364,-2.0,league,1,team_a_xg: -0.662; odds_ft_1: 0.300; odds_ft_2: 0.184,team_b_xg: -0.654; odds_ft_2: -0.151; odds_ft_1: -0.047,"Agree: Barcelona's injury-riddled squad is limping like a one-legged flamingo, so Valencia +2.0 at 1.93 smells like easy money before the Blaugranes' bubble bursts in this handi..."
2025-09-15 18:00:00,Japan J1 League,Tokyo,Tokyo Verdy,Tokyo Verdy +0.25,High,0.25,1.925,0.1307130154351408,0.5,0.2857142857142857,-0.25,league,3,team_a_xg: -0.611; market_prob_u25: -0.073; team_b_xg: 0.057,team_b_xg: -0.658; odds_ft_2: -0.044; market_prob_btts_yes: -0.042,
